CustomerID,DrivingExperienceYears,AccidentsLast5Years,TrafficViolations
6225,36,0,1
6226,24,0,2
6227,6,0,2
6228,20,0,2
6229,21,0,1
6230,10,0,3
6231,30,0,3
6232,39,0,2
6233,2,0,4
6234,14,0,1
6235,15,0,0
6236,3,0,1
6237,15,0,3
6238,11,0,1
6239,30,0,0
6240,9,0,3
6241,0,0,1
6242,0,0,3
6243,16,0,0
6244,39,0,0
6245,4,0,0
6246,5,0,0
6247,22,0,1
6248,5,0,2
6249,32,0,2
6250,38,0,1
6251,20,0,1
6252,5,0,2
6253,20,0,0
6254,1,0,2
6255,15,0,2
6256,13,0,0
6257,16,0,0
6258,9,0,1
6259,14,0,2
6260,21,0,0
6261,14,0,1
6262,14,0,3
6263,33,0,2
6264,22,0,0
6265,27,0,0
6266,11,0,0
6267,12,0,1
6268,30,0,2
6269,16,0,3
6270,10,0,1
6271,7,0,1
6272,30,0,1
6273,1,0,4
6274,7,0,2
6275,21,0,2
6276,12,0,0
6277,1,0,2
6278,7,0,0
6279,16,0,0
6280,0,0,0
6281,7,0,3
6282,8,0,1
6283,34,0,1
6284,4,0,0
6285,16,0,3
6286,11,0,2
6287,15,0,2
6288,16,0,1
6289,4,0,0
6290,23,0,1
6291,33,0,1
6292,38,0,2
6293,28,0,0
6294,8,0,2
6295,21,0,0
6296,32,0,2
6297,18,0,1
6298,31,0,1
6299,24,0,1
6300,8,0,1
6301,18,0,0
6302,35,0,1
6303,12,0,2
6304,11,0,1
6305,30,0,0
6306,13,0,2
6307,33,0,0
6308,23,0,3
6309,17,0,1
6310,17,0,2
6311,23,0,0
6312,2,0,1
6313,25,0,3
6314,17,0,3
6315,22,0,0
6316,37,0,2
6317,26,0,0
6318,5,0,2
6319,32,0,0
6320,39,0,2
6321,31,0,2
6322,32,0,2
6323,25,0,0
6324,1,0,0
6325,34,0,2
6326,8,0,0
6327,14,0,2
6328,20,0,1
6329,6,0,1
6330,16,0,0
6331,34,0,0
6332,15,0,1
6333,6,0,1
6334,3,0,0
6335,10,0,3
6336,22,0,3
6337,31,0,2
6338,14,0,3
6339,30,0,1
6340,29,0,0
6341,36,0,1
6342,16,0,0
6343,15,0,0
6344,23,0,2
6345,15,0,0
6346,23,0,1
6347,5,0,3
6348,26,0,0
6349,1,0,1
6350,16,0,0
6351,31,0,3
6352,3,0,1
6353,13,0,0
6354,34,0,2
6355,15,0,1
6356,37,0,3
6357,31,0,0
6358,0,0,2
6359,38,0,0
6360,37,0,0
6361,25,0,1
6362,16,0,2
6363,1,0,1
6364,28,0,0
6365,28,0,2
6366,3,0,1
6367,23,0,1
6368,11,0,0
6369,27,0,3
6370,0,0,0
6371,0,0,1
6372,31,0,2
6373,0,0,1
6374,13,0,2
6375,17,0,2
6376,31,0,1
6377,21,0,2
6378,27,0,0
6379,14,0,1
6380,6,0,0
6381,32,0,2
6382,36,0,0
6383,34,0,1
6384,25,0,3
6385,28,0,2
6386,1,0,0
6387,31,0,2
6388,12,0,0
6389,39,0,3
6390,28,0,2
6391,30,0,1
6392,7,0,4
6393,38,0,2
6394,29,0,0
6395,37,0,3
6396,0,0,1
6397,4,0,2
6398,24,0,2
6399,33,0,2
6400,7,0,0
6401,12,0,0
6402,38,0,3
6403,28,0,2
6404,34,0,5
6405,9,0,2
6406,25,0,2
6407,37,0,2
6408,10,0,0
6409,20,0,0
6410,6,0,4
6411,31,0,1
6412,22,0,1
6413,25,0,1
6414,36,0,0
6415,15,0,1
6416,16,0,1
6417,10,0,3
6418,22,0,2
6419,38,0,1
6420,6,0,1
6421,13,0,0
6422,3,0,1
6423,26,0,1
6424,31,0,1
6425,37,0,3
6426,37,0,0
6427,34,0,4
6428,4,0,0
6429,33,0,5
6430,21,0,1
6431,6,0,1
6432,7,0,0
6433,34,0,2
6434,11,0,2
6435,3,0,2
6436,28,0,1
6437,28,0,0
6438,14,0,2
6439,12,0,0
6440,26,0,2
6441,35,0,0
6442,12,0,1
6443,36,0,4
6444,12,0,1
6445,29,0,0
6446,15,0,2
6447,10,0,0
6448,23,0,1
6449,16,0,1
6450,35,0,2
6451,20,0,2
6452,22,0,1
6453,12,0,2
6454,34,0,1
6455,21,0,0
6456,14,0,3
6457,6,0,1
6458,11,0,1
6459,8,0,2
6460,34,0,0
6461,11,0,1
6462,6,0,0
6463,38,0,1
6464,15,0,2
6465,34,0,0
6466,26,0,0
6467,8,0,1
6468,30,0,0
6469,17,0,0
6470,17,0,1
6471,5,0,0
6472,32,0,1
6473,34,0,1
6474,24,0,1
6475,36,0,3
6476,39,0,1
6477,32,0,2
6478,26,0,1
6479,1,0,1
6480,22,0,1
6481,12,0,0
6482,23,0,2
6483,6,0,0
6484,17,0,2
6485,29,0,1
6486,2,0,0
6487,30,0,3
6488,38,0,0
6489,8,0,4
6490,12,0,0
6491,1,0,1
6492,5,0,0
6493,12,0,2
6494,27,0,2
6495,27,0,2
6496,15,0,1
6497,27,0,0
6498,13,0,1
6499,37,0,0
6500,0,0,3
6501,37,0,0
6502,39,0,1
6503,2,0,0
6504,36,0,1
6505,2,0,2
6506,39,0,1
6507,29,0,0
6508,15,0,0
6509,15,0,1
6510,29,0,1
6511,34,0,0
6512,0,0,0
6513,28,0,0
6514,21,0,0
6515,18,0,0
6516,39,0,1
6517,27,0,2
6518,20,0,1
6519,11,0,0
6520,8,0,0
6521,27,0,2
6522,17,0,0
6523,35,0,1
6524,34,0,3
6525,8,0,1
6526,30,0,2
6527,20,0,2
6528,31,0,2
6529,16,0,1
6530,27,0,2
6531,38,0,1
6532,26,0,1
6533,33,0,1
6534,12,0,0
6535,3,0,0
6536,3,0,1
6537,9,0,0
6538,24,0,1
6539,38,0,2
6540,16,0,1
6541,14,0,2
6542,21,0,3
6543,25,0,0
6544,35,0,1
6545,9,0,2
6546,33,0,0
6547,35,0,0
6548,18,0,0
6549,9,0,1
6550,35,0,3
6551,13,0,0
6552,9,0,0
6553,37,0,1
6554,7,0,1
6555,32,0,3
6556,35,0,3
6557,13,0,2
6558,34,0,1
6559,0,0,0
6560,18,0,2
6561,0,0,1
6562,20,0,2
6563,22,0,2
6564,3,0,0
6565,12,0,2
6566,13,0,2
6567,23,0,1
6568,19,0,1
6569,2,0,0
6570,26,0,2
6571,28,0,0
6572,20,0,1
6573,31,0,2
6574,10,0,0
6575,22,0,2
6576,0,0,0
6577,17,0,0
6578,2,0,3
6579,18,0,1
6580,5,0,3
6581,35,0,2
6582,11,0,2
6583,38,0,0
6584,0,0,2
6585,12,0,2
6586,33,0,1
6587,2,0,2
6588,21,0,2
6589,21,0,1
6590,36,0,2
6591,2,0,1
6592,22,0,1
6593,3,0,3
6594,23,0,2
6595,10,0,0
6596,7,0,1
6597,16,0,1
6598,28,0,2
6599,30,0,4
6600,33,0,1
6601,29,0,2
6602,34,0,2
6603,26,0,2
6604,36,0,1
6605,34,0,0
6606,33,0,1
6607,5,0,2
6608,24,0,2
6609,2,0,0
6610,26,0,1
6611,18,0,0
6612,2,0,1
6613,29,0,0
6614,36,0,1
6615,14,0,1
6616,0,0,1
6617,6,0,0
6618,31,0,2
6619,19,0,1
6620,13,0,2
6621,36,0,2
6622,21,0,0
6623,4,0,0
6624,4,0,2
6625,20,0,2
6626,3,0,1
6627,2,0,0
6628,10,0,1
6629,39,0,1
6630,38,0,1
6631,22,0,3
6632,17,0,2
6633,4,0,1
6634,20,0,0
6635,27,0,2
6636,26,0,2
6637,23,0,0
6638,6,0,2
6639,5,0,4
6640,0,0,1
6641,19,0,1
6642,19,0,0
6643,34,0,1
6644,8,0,1
6645,4,0,1
6646,22,0,0
6647,21,0,0
6648,37,0,2
6649,11,0,4
6650,21,0,1
6651,2,0,0
6652,37,0,0
6653,25,0,1
6654,23,0,1
6655,12,0,1
6656,2,0,1
6657,4,0,1
6658,21,0,1
6659,22,0,2
6660,25,0,1
6661,1,0,0
6662,31,0,1
6663,31,0,0
6664,26,0,2
6665,21,0,1
6666,30,0,3
6667,26,0,0
6668,31,0,2
6669,28,0,1
6670,0,0,1
6671,20,0,0
6672,28,0,2
6673,14,0,3
6674,36,0,1
6675,17,0,0
6676,34,0,1
6677,19,0,0
6678,36,0,1
6679,0,0,2
6680,18,0,3
6681,1,0,0
6682,32,0,1
6683,24,0,2
6684,24,0,2
6685,34,0,0
6686,1,0,0
6687,9,0,1
6688,15,0,2
6689,26,0,1
6690,31,0,0
6691,9,0,1
6692,21,0,3
6693,9,0,3
6694,18,0,1
6695,1,0,1
6696,35,0,3
6697,19,0,0
6698,11,0,1
6699,7,0,2
6700,25,0,1
6701,24,0,1
6702,4,0,0
6703,18,0,1
6704,3,0,1
6705,15,0,2
6706,30,0,1
6707,31,0,1
6708,29,0,2
6709,38,0,1
6710,5,0,1
6711,1,0,1
6712,1,0,1
6713,20,0,2
6714,4,0,3
6715,0,0,2
6716,16,0,0
6717,19,0,0
6718,39,0,2
6719,11,0,3
6720,29,0,3
6721,2,0,2
6722,11,0,1
6723,28,0,2
6724,28,0,0
6725,14,0,0
6726,6,0,3
6727,39,0,0
6728,28,0,1
6729,29,0,2
6730,39,0,4
6731,9,0,3
6732,33,0,4
6733,17,0,1
6734,4,0,1
6735,13,0,1
6736,24,0,1
6737,11,0,2
6738,22,0,2
6739,6,0,1
6740,7,0,0
6741,3,0,1
6742,25,0,2
6743,15,0,3
6744,35,0,1
6745,28,0,1
6746,0,0,1
6747,27,0,1
6748,34,0,2
6749,10,0,2
6750,13,0,0
6751,11,0,3
6752,28,0,1
6753,12,0,2
6754,30,0,2
6755,6,0,2
6756,10,0,0
6757,32,0,0
6758,20,0,4
6759,37,0,3
6760,34,0,0
6761,5,0,2
6762,18,0,2
6763,15,0,0
6764,17,0,0
6765,16,0,2
6766,34,0,2
6767,26,0,1
6768,25,0,1
6769,21,0,2
6770,18,0,1
6771,38,0,2
6772,32,0,0
6773,1,0,0
6774,33,0,0
6775,1,0,1
6776,5,0,2
6777,33,0,1
6778,3,0,0
6779,29,0,4
6780,26,0,0
6781,14,0,0
6782,25,0,2
6783,3,0,1
6784,29,0,3
6785,5,0,2
6786,1,0,1
6787,12,0,1
6788,36,0,0
6789,1,0,2
6790,34,0,1
6791,20,0,2
6792,27,0,0
6793,13,0,0
6794,25,0,1
6795,5,0,1
6796,10,0,0
6797,10,0,0
6798,39,0,2
6799,39,0,3
6800,29,0,2
6801,24,0,1
6802,34,0,1
6803,25,0,0
6804,21,0,1
6805,14,0,1
6806,31,0,1
6807,17,0,3
6808,13,0,1
6809,37,0,1
6810,4,0,0
6811,34,0,0
6812,22,0,2
6813,32,0,2
6814,28,0,0
6815,23,0,3
6816,11,0,3
6817,14,0,0
6818,19,0,2
6819,1,0,1
6820,15,0,2
6821,38,0,2
6822,19,0,1
6823,10,0,2
6824,16,0,0
6825,32,0,1
6826,4,0,1
6827,33,0,1
6828,27,0,2
6829,11,0,3
6830,34,0,0
6831,9,0,1
6832,5,0,1
6833,21,0,2
6834,29,0,1
6835,21,0,1
6836,39,0,2
6837,37,0,1
6838,25,0,0
6839,33,0,1
6840,18,0,2
6841,10,0,1
6842,23,0,1
6843,1,0,2
6844,27,0,1
6845,10,0,1
6846,24,0,1
6847,4,0,1
6848,26,0,3
6849,14,0,1
6850,19,0,0
6851,4,0,1
6852,6,0,0
6853,25,0,1
6854,19,0,1
6855,30,0,1
6856,4,0,1
6857,2,0,1
6858,32,0,3
6859,17,0,2
6860,1,0,1
6861,31,0,2
6862,19,0,3
6863,22,0,0
6864,0,0,1
6865,22,0,0
6866,29,0,1
6867,39,0,1
6868,21,0,2
6869,27,0,1
6870,4,0,0
6871,29,0,3
6872,18,0,2
6873,34,0,1
6874,22,0,2
6875,6,0,0
6876,19,0,3
6877,22,0,2
6878,34,0,1
6879,34,0,1
6880,39,0,1
6881,29,0,1
6882,24,0,1
6883,2,0,1
6884,39,0,1
6885,14,0,1
6886,17,0,1
6887,25,0,3
6888,36,0,2
6889,38,0,1
6890,31,0,1
6891,12,0,0
6892,1,0,0
6893,12,0,0
6894,35,0,0
6895,7,0,2
6896,26,0,3
6897,29,0,2
6898,22,0,0
6899,14,0,1
6900,16,0,2
6901,2,0,1
6902,29,0,0
6903,39,0,2
6904,20,0,1
6905,28,0,2
6906,18,0,0
6907,9,0,1
6908,29,0,1
6909,19,0,1
6910,1,0,4
6911,36,0,0
6912,8,0,1
6913,0,0,1
6914,35,0,1
6915,38,0,3
6916,0,0,0
6917,5,0,1
6918,38,0,0
6919,9,0,0
6920,9,0,1
6921,14,0,0
6922,1,0,0
6923,31,0,1
6924,15,0,0
6925,3,0,1
6926,7,0,1
6927,17,0,0
6928,4,0,0
6929,2,0,0
6930,30,0,2
6931,37,0,0
6932,3,0,2
6933,34,0,1
6934,17,0,2
6935,17,0,0
6936,12,0,0
6937,6,0,0
6938,0,0,1
6939,38,0,1
6940,10,0,2
6941,23,0,3
6942,29,0,0
6943,10,0,0
6944,38,0,1
6945,29,0,2
6946,27,0,1
6947,39,0,0
6948,30,0,1
6949,17,0,0
6950,6,0,0
6951,33,0,3
6952,23,0,2
6953,13,0,0
6954,5,0,2
6955,25,0,0
6956,36,0,1
6957,29,0,1
6958,7,0,3
6959,7,0,0
6960,30,0,0
6961,15,0,5
6962,1,0,1
6963,11,0,0
6964,33,0,0
6965,28,0,1
6966,18,0,1
6967,34,0,0
6968,3,0,1
6969,10,0,4
6970,11,0,1
6971,37,0,1
6972,19,0,2
6973,22,0,1
6974,29,0,0
6975,15,0,0
6976,25,0,2
6977,31,0,0
6978,9,0,0
6979,7,0,1
6980,17,0,5
6981,27,0,4
6982,10,0,1
6983,7,0,1
6984,31,0,1
6985,11,0,1
6986,17,0,1
6987,37,0,0
6988,12,0,3
6989,32,0,0
6990,10,0,3
6991,26,0,2
6992,12,0,0
6993,8,0,3
6994,3,0,2
6995,26,0,1
6996,2,0,2
6997,27,0,2
6998,1,0,0
6999,26,0,0
7000,34,0,1
7001,3,0,0
7002,18,0,1
7003,18,0,4
7004,39,0,1
7005,4,0,1
7006,30,0,1
7007,24,0,1
7008,8,0,1
7009,31,0,0
7010,2,0,1
7011,16,0,1
7012,4,0,0
7013,36,0,0
7014,34,0,0
7015,38,0,1
7016,31,0,1
7017,2,0,0
7018,25,0,1
7019,21,0,2
7020,29,0,1
7021,6,0,1
7022,23,0,2
7023,13,0,0
7024,19,0,1
7025,8,0,1
7026,0,0,2
7027,26,0,3
7028,32,0,1
7029,38,0,0
7030,31,0,1
7031,39,0,2
7032,21,0,0
7033,20,0,1
7034,29,0,3
7035,4,0,1
7036,29,0,4
7037,26,0,0
7038,36,0,0
7039,10,0,0
7040,25,0,1
7041,15,0,3
7042,3,0,1
7043,13,0,3
7044,33,0,3
7045,28,0,0
7046,9,0,1
7047,7,0,2
7048,0,0,0
7049,20,0,1
7050,33,0,4
7051,1,0,0
7052,28,0,1
7053,15,0,1
7054,16,0,0
7055,22,0,3
7056,38,0,1
7057,19,0,3
7058,3,0,1
7059,35,0,1
7060,14,0,0
7061,11,0,0
7062,6,0,1
7063,30,0,2
7064,30,0,1
7065,4,0,1
7066,0,0,0
7067,3,0,1
7068,16,0,2
7069,37,0,0
7070,32,0,3
7071,15,0,3
7072,29,0,5
7073,9,0,4
7074,20,0,2
7075,30,0,0
7076,27,0,0
7077,28,0,1
7078,7,0,1
7079,24,0,2
7080,13,0,0
7081,2,0,1
7082,16,0,1
7083,33,0,2
7084,29,0,1
7085,9,0,0
7086,16,0,0
7087,23,0,0
7088,25,0,0
7089,36,0,2
7090,39,0,0
7091,31,0,0
7092,27,0,0
7093,4,0,3
7094,25,0,1
7095,5,0,2
7096,8,0,2
7097,30,0,0
7098,34,0,3
7099,27,0,1
7100,37,0,0
7101,14,0,1
7102,24,0,0
7103,2,0,2
7104,38,0,0
7105,22,0,6
7106,3,0,1
7107,15,0,5
7108,3,0,1
7109,4,0,2
7110,27,0,1
7111,28,0,1
7112,11,0,2
7113,25,0,1
7114,18,0,2
7115,4,0,0
7116,4,0,0
7117,4,0,0
7118,27,0,1
7119,0,0,1
7120,21,0,1
7121,8,0,0
7122,19,0,1
7123,13,0,1
7124,18,0,2
7125,28,0,0
7126,26,0,1
7127,0,0,3
7128,0,0,1
7129,22,0,2
7130,7,0,2
7131,4,0,0
7132,17,0,0
7133,20,0,3
7134,25,0,2
7135,35,0,1
7136,18,0,0
7137,31,0,0
7138,38,0,1
7139,28,0,0
7140,6,0,1
7141,6,0,2
7142,23,0,2
7143,26,0,0
7144,32,0,1
7145,29,0,1
7146,31,0,1
7147,31,0,0
7148,9,0,2
7149,13,0,0
7150,24,0,3
7151,27,0,6
7152,38,0,3
7153,3,0,1
7154,17,0,0
7155,29,0,2
7156,22,0,0
7157,3,0,2
7158,26,0,0
7159,20,0,2
7160,27,0,0
7161,13,0,2
7162,28,0,2
7163,0,0,1
7164,2,0,2
7165,8,0,1
7166,8,0,0
7167,14,0,2
7168,37,0,2
7169,4,0,1
7170,20,0,0
7171,17,0,0
7172,37,0,0
7173,25,0,1
7174,32,0,2
7175,15,0,4
7176,27,0,1
7177,38,0,1
7178,33,0,0
7179,2,0,1
7180,38,0,3
7181,38,0,1
7182,11,0,0
7183,12,0,0
7184,12,0,0
7185,5,0,1
7186,15,0,1
7187,9,0,1
7188,4,0,1
7189,32,0,3
7190,22,0,2
7191,20,0,1
7192,12,0,1
7193,7,0,2
7194,9,0,0
7195,31,0,0
7196,35,0,1
7197,17,0,1
7198,31,0,2
7199,5,0,0
7200,0,0,0
7201,6,0,2
7202,4,0,0
7203,4,0,1
7204,37,0,1
7205,3,0,1
7206,27,0,0
7207,3,0,2
7208,3,0,2
7209,34,0,0
7210,25,0,1
7211,28,0,2
7212,38,0,1
7213,1,0,2
7214,39,0,1
7215,25,0,0
7216,27,0,1
7217,29,0,1
7218,3,0,0
7219,28,0,5
7220,38,0,1
7221,19,0,3
7222,7,0,3
7223,36,0,0
7224,26,0,2
7225,22,0,2
7226,18,0,2
7227,22,0,0
7228,17,0,1
7229,13,0,1
7230,35,0,2
7231,22,0,2
7232,5,0,1
7233,29,0,3
7234,0,0,0
7235,2,0,3
7236,33,0,0
7237,22,0,3
7238,30,0,1
7239,4,0,0
7240,36,0,0
7241,33,0,0
7242,9,0,0
7243,9,0,1
7244,16,0,3
7245,0,0,2
7246,0,0,5
7247,14,0,2
7248,32,0,1
7249,29,0,0
7250,22,0,0
7251,39,0,4
7252,20,0,1
7253,30,0,0
7254,21,0,1
7255,27,0,2
7256,18,0,2
7257,13,0,0
7258,0,0,1
7259,36,0,0
7260,2,0,1
7261,26,0,2
7262,38,0,0
7263,21,0,0
7264,3,0,2
7265,31,0,2
7266,29,0,0
7267,18,0,2
7268,17,0,0
7269,39,0,3
7270,1,0,0
7271,18,0,0
7272,11,0,1
7273,12,0,3
7274,24,0,1
7275,19,0,2
7276,4,0,2
7277,4,0,2
7278,2,0,3
7279,23,0,3
7280,22,0,1
7281,39,0,1
7282,20,0,2
7283,4,0,0
7284,24,0,0
7285,24,0,4
7286,2,0,1
7287,11,0,0
7288,38,0,0
7289,16,0,1
7290,16,0,3
7291,29,0,2
7292,5,0,1
7293,35,0,2
7294,6,0,2
7295,10,0,1
7296,32,0,0
7297,34,0,1
7298,14,0,3
7299,14,0,1
7300,32,0,0
7301,20,0,1
7302,0,0,1
7303,32,0,0
7304,35,0,2
7305,33,0,1
7306,13,0,0
7307,24,0,3
7308,29,0,1
7309,6,0,1
7310,36,0,0
7311,25,0,1
7312,2,0,0
7313,5,0,2
7314,14,0,0
7315,20,0,0
7316,17,0,1
7317,20,0,1
7318,4,0,1
7319,29,0,0
7320,10,0,1
7321,30,0,1
7322,10,0,1
7323,36,0,0
7324,30,0,0
7325,14,0,2
7326,35,0,0
7327,34,0,0
7328,23,0,0
7329,4,0,1
7330,17,0,4
7331,39,0,2
7332,34,0,1
7333,14,0,0
7334,35,0,1
7335,30,0,1
7336,17,0,1
7337,13,0,0
7338,5,0,3
7339,0,0,1
7340,15,0,1
7341,23,0,3
7342,27,0,1
7343,28,0,0
7344,37,0,0
7345,20,0,1
7346,29,0,2
7347,23,0,3
7348,16,0,0
7349,19,0,0
7350,6,0,3
7351,35,0,2
7352,11,0,1
7353,31,0,1
7354,19,0,4
7355,13,0,2
7356,7,0,1
7357,5,0,1
7358,36,0,1
7359,8,0,0
7360,35,0,0
7361,18,0,3
7362,25,0,0
7363,37,0,0
7364,30,0,0
7365,33,0,0
7366,22,0,0
7367,11,0,1
7368,9,0,1
7369,8,0,0
7370,16,0,1
7371,11,0,3
7372,6,0,0
7373,23,0,1
7374,14,0,2
7375,33,0,0
7376,3,0,1
7377,32,0,3
7378,39,0,1
7379,25,0,0
7380,0,0,2
7381,18,0,0
7382,31,0,3
7383,12,0,1
7384,3,0,0
7385,35,0,3
7386,39,0,1
7387,8,0,0
7388,32,0,2
7389,5,0,1
7390,31,0,0
7391,15,0,1
7392,24,0,1
7393,34,0,1
7394,13,0,2
7395,25,0,2
7396,20,0,1
7397,15,0,0
7398,9,0,4
7399,11,0,2
7400,27,0,0
7401,6,0,1
7402,26,0,1
7403,34,0,2
7404,11,0,0
7405,13,0,0
7406,14,0,2
7407,28,0,1
7408,19,0,2
7409,38,0,2
7410,24,0,1
7411,24,0,2
7412,23,0,0
7413,33,0,1
7414,6,0,1
7415,6,0,0
7416,9,0,1
7417,33,0,1
7418,21,0,0
7419,28,0,0
7420,11,0,1
7421,33,0,3
7422,6,0,0
7423,0,0,2
7424,17,0,3
7425,16,0,0
7426,38,0,0
7427,35,0,4
7428,28,0,0
7429,19,0,2
7430,2,0,0
7431,10,0,0
7432,5,0,1
7433,14,0,3
7434,26,0,3
7435,6,0,2
7436,15,0,3
7437,23,0,1
7438,6,0,2
7439,6,0,2
7440,31,0,0
7441,38,0,1
7442,20,0,1
7443,39,0,1
7444,29,0,0
7445,17,0,1
7446,18,0,3
7447,33,0,1
7448,0,0,0
7449,27,0,0
7450,34,0,1
7451,15,0,3
7452,5,0,0
7453,1,0,1
7454,25,0,1
7455,15,0,4
7456,12,0,2
7457,0,0,1
7458,5,0,0
7459,17,0,1
7460,15,0,0
7461,0,0,2
7462,0,0,1
7463,38,0,1
7464,16,0,1
7465,26,0,1
7466,5,0,1
7467,15,0,2
7468,3,0,2
7469,12,0,3
7470,0,0,1
7471,3,0,0
7472,38,0,1
7473,0,0,2
7474,0,0,1
7475,5,0,2
7476,22,0,0
7477,16,0,0
7478,22,0,1
7479,12,0,0
7480,8,0,0
7481,10,0,1
7482,23,0,1
7483,15,0,0
7484,15,0,2
7485,32,0,1
7486,20,0,0
7487,36,0,1
7488,10,0,0
7489,18,0,1
7490,30,0,2
7491,32,0,3
7492,9,0,0
7493,18,0,2
7494,33,0,1
7495,22,0,2
7496,21,0,0
7497,38,0,1
7498,23,0,0
7499,39,0,0
7500,34,0,1
7501,17,0,1
7502,6,0,2
7503,2,0,2
7504,16,0,2
7505,27,0,0
7506,33,0,1
7507,39,0,1
7508,24,0,1
7509,23,0,3
7510,17,0,4
7511,32,0,1
7512,22,0,1
7513,2,0,2
7514,27,0,0
7515,2,0,1
7516,25,0,2
7517,19,0,1
7518,22,0,0
7519,17,0,2
7520,9,0,1
7521,23,0,1
7522,14,0,0
7523,10,0,0
7524,37,0,2
7525,23,0,0
7526,2,0,2
7527,31,0,2
7528,7,0,0
7529,31,0,0
7530,20,0,0
7531,29,0,2
7532,15,0,1
7533,19,0,0
7534,35,0,1
7535,11,0,0
7536,34,0,1
7537,13,0,1
7538,31,0,0
7539,31,0,1
7540,22,0,2
7541,15,0,0
7542,11,0,0
7543,5,0,1
7544,32,0,0
7545,12,0,0
7546,38,0,3
7547,29,0,1
7548,2,0,0
7549,16,0,0
7550,39,0,1
7551,1,0,1
7552,22,0,1
7553,27,0,0
7554,9,0,0
7555,29,0,6
7556,16,0,0
7557,28,0,2
7558,8,0,0
7559,15,0,1
7560,39,0,1
7561,33,0,0
7562,37,0,2
7563,17,0,0
7564,18,0,3
7565,32,0,1
7566,2,0,4
7567,20,0,1
7568,2,0,1
7569,19,0,0
7570,37,0,1
7571,26,0,1
7572,24,0,1
7573,2,0,1
7574,9,0,2
7575,1,0,2
7576,6,0,0
7577,15,0,0
7578,37,0,0
7579,0,0,0
7580,33,0,0
7581,23,0,3
7582,11,0,1
7583,4,0,0
7584,29,0,0
7585,10,0,1
7586,18,0,5
7587,8,0,0
7588,27,0,0
7589,3,0,2
7590,31,0,1
7591,7,0,0
7592,15,0,1
7593,4,0,2
7594,14,0,3
7595,12,0,2
7596,35,0,1
7597,32,0,3
7598,39,0,1
7599,15,0,1
7600,22,0,1
7601,35,0,3
7602,38,0,2
7603,31,0,1
7604,34,0,2
7605,33,0,0
7606,30,0,1
7607,37,0,3
7608,13,0,0
7609,26,0,3
7610,36,0,3
7611,7,0,2
7612,1,0,1
7613,13,0,0
7614,6,0,2
7615,3,0,0
7616,15,0,1
7617,36,0,0
7618,10,0,0
7619,7,0,1
7620,39,0,1
7621,15,0,2
7622,26,0,0
7623,5,0,2
7624,26,0,1
7625,4,0,0
7626,25,0,4
7627,2,0,1
7628,7,0,3
7629,0,0,0
7630,0,0,2
7631,29,0,0
7632,21,0,3
7633,8,0,1
7634,21,0,3
7635,16,0,1
7636,0,0,1
7637,13,0,0
7638,39,0,0
7639,32,0,1
7640,14,0,4
7641,24,0,2
7642,18,0,0
7643,39,0,1
7644,28,0,0
7645,2,0,2
7646,10,0,0
7647,15,0,1
7648,13,0,2
7649,8,0,2
7650,20,0,2
7651,20,0,1
7652,28,0,2
7653,10,0,1
7654,13,0,2
7655,39,0,2
7656,34,0,0
7657,15,0,0
7658,30,0,4
7659,9,0,2
7660,7,0,1
7661,38,0,1
7662,39,0,4
7663,37,0,3
7664,21,0,0
7665,20,0,2
7666,25,0,0
7667,9,0,0
7668,4,0,0
7669,7,0,0
7670,0,0,3
7671,32,0,1
7672,6,0,0
7673,16,0,0
7674,30,0,0
7675,16,0,1
7676,35,0,2
7677,22,0,3
7678,2,0,2
7679,12,0,3
7680,2,0,0
7681,31,0,1
7682,34,0,0
7683,39,0,3
7684,14,0,1
7685,17,0,0
7686,22,0,1
7687,37,0,4
7688,21,0,1
7689,24,0,0
7690,6,0,2
7691,36,0,1
7692,34,0,0
7693,36,0,2
7694,35,0,1
7695,23,0,2
7696,0,0,5
7697,33,0,0
7698,27,0,3
7699,37,0,0
7700,26,0,0
7701,12,0,1
7702,15,0,2
7703,7,0,0
7704,29,0,0
7705,19,0,1
7706,21,0,4
7707,32,0,2
7708,21,0,0
7709,31,0,0
7710,14,0,0
7711,16,0,0
7712,37,0,3
7713,29,0,1
7714,10,0,4
7715,5,0,2
7716,18,0,1
7717,13,0,1
7718,23,0,2
7719,6,0,3
7720,18,0,0
7721,1,0,1
7722,23,0,1
7723,0,0,0
7724,37,0,2
7725,39,0,1
7726,13,0,1
7727,25,0,1
7728,37,0,0
7729,39,0,1
7730,13,0,0
7731,6,0,1
7732,2,0,2
7733,16,0,1
7734,13,0,0
7735,39,0,0
7736,35,0,1
7737,11,0,2
7738,24,0,0
7739,25,0,1
7740,34,0,0
7741,4,0,1
7742,0,0,3
7743,35,0,1
7744,35,0,0
7745,12,0,1
7746,2,0,2
7747,32,0,2
7748,35,0,3
7749,23,0,1
7750,2,0,0
7751,11,0,0
7752,20,0,1
7753,6,0,3
7754,31,0,0
7755,12,0,0
7756,22,0,0
7757,2,0,0
7758,25,0,2
7759,28,0,0
7760,37,0,1
7761,26,0,1
7762,3,0,3
7763,17,0,1
7764,29,0,0
7765,39,0,0
7766,16,0,2
7767,20,0,3
7768,22,0,2
7769,20,0,1
7770,26,0,0
7771,3,0,1
7772,28,0,2
7773,7,0,1
7774,13,0,2
7775,8,0,2
